"","V1","V2"
"1","",",\"baseMean\",\"log2FoldChange\",\"lfcSE\",\"stat\",\"pvalue\",\"padj\""
"15856","PSAP",",39180.788153822,-0.389244630169272,0.150801858879421,-2.58116599531114,0.00984672226975668,0.0832832915453623"
"15857","S100A10",",15350.5801704324,-0.0432093009575441,0.187248367026429,-0.230759293892508,0.817501806525265,0.911474391563958"
"15858","CFAP43",",21.6173839777365,-0.303765560278049,0.326898848171875,-0.929234110113281,0.352767773696605,0.58483970436151"
"15859","LHFPL5",",2.04818689347749,-1.43776247027305,0.649455666432742,-2.21379617514192,0.0268428033159085,0.142283923843453"
"15860","RPL37A",",35538.6661902527,0.107479809063341,0.171789501640917,0.625648296529787,0.531545653082713,0.7324186101438"
"15861","HOXC6",",74.1777259127418,-1.83207536004889,0.665583420406011,-2.75258563221318,0.00591266809653161,0.0637353731277401"
"15862","TXNRD3",",302.741932219839,0.0857282522142989,0.147512395550632,0.581159650307987,0.56113285925474,0.753167287628947"
"15863","CFD",",824.524624698916,-1.30043222665951,0.455809981407673,-2.85301393059319,0.00433067230766122,0.0532753026718189"
"15864","STPG3",",14.0602168423543,0.416646926464969,0.425266766595136,0.979730745952287,0.327219045099288,0.561562767511451"
"15865","MAP1LC3C",",3.15112401600473,-0.0133885037494571,0.456272309184175,-0.0293432309609058,0.976590848412001,0.989564874268231"
"15866","MCMBP",",3058.29621601701,-0.017159846657454,0.109322732495009,-0.156965036144129,0.875272403590019,0.942069593034442"
"15867","EME2",",508.290574861406,0.455676067525177,0.254301386799965,1.79187409576974,0.0731531363058121,0.243518370400547"
"15868","KLHDC1",",36.1162542472686,-0.354544893823091,0.239611543037251,-1.47966533385235,0.138962581345434,0.349592906600547"
"15869","ZNF81",",190.239839141808,0.110351796734733,0.165411603159697,0.667134557835064,0.50468618792164,0.712814277035501"
"15870","TAF13",",707.528624466008,-0.183730744849813,0.184153312610813,-0.997705348033064,0.318422259139056,0.553091624302843"
"15871","ZNF780A",",332.446003936553,-0.00395132157951414,0.142796839319288,-0.0276709316421152,0.977924608011709,0.990174539775206"
"15872","ATAD3A",",1689.41675735562,0.0772967196282581,0.203763555048126,0.379345166067611,0.704431563908982,0.846838587519635"
"15873","IGKV7-3",",6.4740825470509,-2.70012016751739,0.767978677442035,-3.51587908210016,0.000438300553263372,0.0153721275771937"
"15874","FAM118B",",918.771601333374,-0.277803502342198,0.163966066551237,-1.69427435923388,0.0902131605524357,0.273348090931512"
"15875","ZNF461",",92.2262893159069,-0.117173392969537,0.271659880165861,-0.431323877850483,0.666232890770525,0.82267105236771"
"15876","AC011450.1",",5.66098966476193,-0.397668630419674,0.390043144967036,-1.01955036398161,0.307941755779639,0.543950759191652"
"15877","AC122129.1",",13.381420940859,-0.665364596402736,0.317358265171798,-2.09657245272169,0.0360314399675778,0.166650144712835"
"15878","CCDC180",",19.8239294043204,-0.752032823996956,0.395841533038755,-1.8998330423385,0.0574550332334134,0.21365344317245"
"15879","SLC9A8",",1309.38843977822,0.325756588330357,0.164253231347677,1.9832583240985,0.0473385820484956,0.19281683754538"
"15880","OCLN",",885.268348251009,-9.30348039137907e-05,0.163547235519611,-0.000568855863678814,0.999546118713528,0.999888317086949"
"15881","HIST4H4",",38.6539303600025,-0.617065330300649,0.283636995476293,-2.17554599767372,0.0295892250945166,0.149327843005533"
"15882","ZNF181",",248.790453940909,0.240496096938529,0.155947731632688,1.54215835280619,0.123035117772959,0.325579462828959"
"15883","SLC22A20P",",29.3920020595481,0.148037573116575,0.360964292449553,0.410116945673413,0.681720162544437,0.832951258945561"
"15884","INKA2",",196.909351693031,-0.887036688426726,0.23509090145051,-3.7731646905674,0.000161189807936103,0.00935537725864214"
"15885","ZNF44",",371.348834172546,0.134252195469329,0.134845167772714,0.995602569130368,0.319443285999181,0.554281684334668"
"15886","GPAA1",",4924.52598399464,-0.341903061639352,0.209223959302507,-1.63414870256332,0.102227630648475,0.292731801549168"
"15887","ADAMTSL2",",369.74846570396,-1.04960372706142,0.346284722410109,-3.03104254717412,0.00243710903209851,0.0387189896180672"
"15888","SGTB",",202.570062152437,-0.177438285017116,0.210179689181368,-0.844221845166027,0.398545449598454,0.624482326160613"
"15889","ZNF790",",127.628589967635,0.421849171094717,0.335400065270727,1.25774922182621,0.208482464938029,0.43650127910538"
"15890","PRB3",",4.23335624691137,0.089188375026639,0.385012586816129,0.231650543594391,0.816809446979121,0.911069900342141"
"15891","FAM49A",",175.417479717071,-0.911921845921857,0.324903862692664,-2.80674362675851,0.00500450535018362,0.0580641316742238"
"15892","MYO1C",",8128.13186672452,-0.730454677231637,0.163352045703997,-4.47165919522833,7.76150495428574e-06,0.00154068513310244"
"15893","MDS2",",7.14561294028097,0.518703355163691,0.375324845115125,1.38201177437264,0.166968085845584,0.386155880555928"
"15894","NKIRAS1",",151.05842574702,0.031215223797813,0.140862467591988,0.221600716865395,0.824624724390382,0.914803591013388"
"15895","UGT2B17",",1239.71911330223,-1.42032534904022,0.770551425705947,-1.84325834935543,0.0652912992196747,0.22874295968665"
"15896","MEIG1",",5.91419454646597,0.235452232628205,0.38791734573523,0.606964950695737,0.543874172498672,0.74090795301173"
"15897","SLC22A12",",1.7931531195866,-1.53282940485281,1.00685806867285,-1.52238875820228,0.127911699961726,0.333147054819982"
"15898","KIF13B",",2921.13387582937,-0.488564825725343,0.2060378703979,-2.37123799028706,0.0177286114332913,0.112980907049817"
"15899","NRAP",",13.3066065070742,-0.458080461894859,0.647380353307902,-0.707590923255885,0.479199331136714,0.693453840482247"
"15900","ADH5",",4800.26701165545,-0.34016645349219,0.146496062516587,-2.32201772285637,0.0202319813503425,0.121475147284566"
"15901","HIST1H2BK",",507.86522814661,-0.0639106704449865,0.302600015631428,-0.211205112833935,0.832727221279588,0.918919196647066"
"15902","TEAD4",",1111.62180849101,-0.0830905098731183,0.197398240151428,-0.420928321394244,0.673807423675708,0.827385380181129"
"15903","SPG7",",2671.76195529881,0.0646070631397256,0.144608537525035,0.446772121794959,0.655039601978138,0.816003056084446"
"15904","HRNR",",4.4304089940776,-1.48294475622305,0.621199561456383,-2.38722762898662,0.0169759766268191,0.110251279316844"
"15905","HES5",",14.7340902037774,-0.82910443623318,0.533754836372631,-1.55334318255124,0.120341168965984,0.321445154075223"
"15906","C2orf27A",",87.9627248770645,-0.30821458414434,0.247555899444774,-1.24503025310895,0.21312062989072,0.441267374896116"
"15907","ZNF677",",46.0765171575373,-0.315830608584767,0.313668241387627,-1.00689380342611,0.313985810096449,0.549155234872596"
"15908","ERO1A",",5251.00833949576,-0.253674685516522,0.202692633555547,-1.25152395065706,0.210743381061116,0.438723879044659"
"15909","ZNF823",",329.358936099182,0.153947839403859,0.14083779031968,1.09308616000309,0.274355971991823,0.509430942584881"
"15910","ZNF311",",111.083725961426,0.205980140967287,0.22240495097949,0.926149081034992,0.354368510182215,0.586161392614763"
"15911","ZNF347",",157.296331285519,-0.0888644560074682,0.32880762128656,-0.270262762340358,0.786958111054655,0.895505115648513"
"15912","PLCG2",",355.8517640191,-0.638127585426089,0.311006975742808,-2.05181116565629,0.0401880177550069,0.176582797483979"
"15913","FCHSD1",",607.431994195526,0.107491951234039,0.176488935289623,0.609057735305854,0.542486170691273,0.739765866702745"
"15914","ZNF71",",280.615169853055,-0.244040398842721,0.242663868574212,-1.00567258025102,0.314573097289052,0.549701376598977"
"15915","S100A6",",59557.574695189,-0.172694070278291,0.224989914661533,-0.767563606298023,0.442746490942651,0.663585320545819"
"15916","RPL12",",35899.8308525163,-0.0203000606694897,0.175543496534336,-0.115641200444695,0.907936908702217,0.957615490048926"
"15917","DNM3",",105.365432004938,-0.0285093279592576,0.311453551939331,-0.0915363712558046,0.92706640744987,0.966334341633542"
"15918","ZNF121",",1442.41293617282,0.171639372890222,0.172943153910492,0.992461216354683,0.320972589598579,0.556004133121282"
"15919","MPZL1",",6344.91026471374,-0.159856829082913,0.101041113453523,-1.58209686749388,0.113627458629745,0.311007339162928"
"15920","VPS13A",",1446.49993665789,0.208814473331126,0.207120332997714,1.00817949792226,0.313368298460214,0.548497781926336"
"15921","MBP",",1567.11289342822,-0.410049327461868,0.169104944090175,-2.42482163764065,0.0153159094886428,0.104959661549694"
"15922","AKAP17A",",1919.25168158806,0.139584673876442,0.166202426166678,0.839847390292952,0.40099395837896,0.626634666861454"
"15923","ELOVL2",",16.0709446670023,-1.11948212421493,0.474185646373612,-2.36085198439957,0.0182330063186739,0.114540177476621"
"15924","GOLGA6L9",",88.2014828998231,0.235884565532708,0.237528758886002,0.993077918812841,0.320671983847858,0.555752716557611"
"15925","LEKR1",",22.7269502130051,0.287654013297021,0.240042360491198,1.198346878061,0.230782003836147,0.461374271851109"
"15926","C1orf122",",1183.62764328686,-0.281524724894548,0.171844383095751,-1.63825386563658,0.101368747182294,0.291365252440832"
"15927","SNHG12",",545.863502235903,0.301083069707489,0.203323753543527,1.48080617468551,0.138658230659014,0.349188501823599"
"15928","CLEC9A",",5.71284585021254,-0.792574145546576,0.443665172596202,-1.78642407495873,0.0740306204209397,0.245088893111303"
"15929","KEL",",10.1319979252972,-0.297571834926114,0.377673934716924,-0.787906730045196,0.430751264269444,0.652889590890628"
"15930","NOL8",",1447.86400874257,0.425270881218111,0.151808986389787,2.80135511955912,0.00508884854894615,0.0586701160258758"
"15931","IRAK4",",874.302928032972,0.0277465295392998,0.137230998346882,0.202188498761514,0.839769364111952,0.92310869975304"
"15932","CCDC151",",7.75774305893155,-0.843693292413113,0.359271729273675,-2.3483431165563,0.0188571412368091,0.116999572390676"
"15933","DLGAP2",",2.39911613058531,-1.01095532935375,0.616771030661694,-1.63910961944689,0.10119043203021,0.290999952083198"
"15934","MRPL42",",2227.85552161575,0.0289125124930734,0.1622664640662,0.17817922304191,0.858582226233064,0.933053866205385"
"15935","ENTPD7",",462.207483981338,-0.585340328386039,0.163069048565701,-3.58952439800497,0.000331281825481424,0.0131700322446157"
"15936","FCGR1B",",11.1318796163293,-0.805078938680043,0.433412608941626,-1.85753464959409,0.0632351262657656,0.225141442808612"
"15937","ZNF335",",1131.95799428982,-0.0598006802394622,0.164069700503698,-0.36448338758389,0.715497076716284,0.853495409148115"
"15938","RPS4X",",75725.6649679829,0.0663172604201596,0.192863353068334,0.343856203706375,0.730954430024163,0.862553239849633"
"15939","ZNF273",",197.052011401475,0.30810143529905,0.174385868400334,1.76677983213496,0.0772651075471391,0.250985221167886"
"15940","ZNF84",",746.259883093726,0.227331594593066,0.177103367210071,1.28360966916804,0.199278564838562,0.425723201851281"
"15941","MAK16",",771.173927873837,-0.0801212628614248,0.188556902041665,-0.424918218287871,0.670896293314673,0.8251950553131"
"15942","ZNF667",",18.2556641214022,-0.640182552673454,0.329783484902606,-1.94122077660292,0.0522315040686516,0.203250385409592"
"15943","SIRPA",",1224.31492555171,-0.396673943460291,0.309239737137341,-1.28273923374899,0.199583449607803,0.426062262020315"
"15944","GRK6",",2306.1442476968,-0.133606968099718,0.141099411590026,-0.946899541210856,0.343689971754898,0.576769805371976"
"15945","PRIM1",",470.522609189684,-0.0565535777196831,0.190229332099363,-0.29729157483528,0.766243913344711,0.883266073769403"
"15946","MARCH5",",1423.11366198431,-0.107057525335453,0.1212373244102,-0.88304097650019,0.377214132422383,0.606218449307988"
"15947","NPIPB13",",27.1439594709079,-1.75069080378879,0.558380869451383,-3.13529868154126,0.00171679218249458,0.032149818654719"
"15948","AKR1B10",",637.087556494056,-1.2248285835692,0.522644425689141,-2.34352175851524,0.0191026479831952,0.117796971291132"
"15949","SULT1C4",",45.478079795994,-2.2757674462025,0.512432778075857,-4.44110436250355,8.94983737165197e-06,0.00166783792766444"
"15950","CYP2A7",",1.13514378796952,-0.987914855023194,0.824040970605211,-1.19886618537623,0.230579982022328,0.461223188607865"
"15951","ZBTB14",",472.518459955937,-0.085509126117814,0.104158205495176,-0.820954294587714,0.41167230274286,0.636294178401222"
"15952","CD2AP",",3586.56539355699,0.110158919387876,0.199214641632175,0.552965979233949,0.580286706237622,0.765807339695798"
"15953","NUP62CL",",181.400395525396,0.655562729406393,0.226229791515255,2.89777365313174,0.0037582171299147,0.0489249823625001"
"15954","SFI1",",1003.88720187396,-0.124710159210104,0.168143078274295,-0.741690710614101,0.458274749342667,0.676670409078778"
"15955","ZNF649",",266.926869108764,0.0732257530650172,0.280545272309232,0.261012251114693,0.794083059629771,0.899439681643639"
"15956","ADH4",",31.9425042615833,-0.920524609829692,0.594394359718993,-1.54867655585575,0.121459492356855,0.323193894823229"
"15957","ZNF248",",344.329793920858,0.235278875403025,0.135073663618869,1.74185602951365,0.0815336396341445,0.258462966270976"
"15958","AC025279.1",",5.36318170563225,0.104031975662454,0.388651550536001,0.267674155728904,0.788950144831889,0.896722830452013"
"15959","CHSY3",",69.1557594187873,-0.478519013178525,0.315976604638507,-1.51441279561179,0.12992117595983,0.336150019020025"
"15960","TOR4A",",3193.02428952291,-0.109950474159496,0.285673823201804,-0.384881165964673,0.700325460427695,0.84424731335943"
"15961","LPAR1",",289.129347415442,-0.738334399947271,0.307901506569861,-2.39795643799407,0.0164868258299233,0.109015539931376"
"15962","MB",",117.401538636843,-1.49130990541038,0.476576369277594,-3.1292149622755,0.00175274032253126,0.0324936230060116"
"15963","HIBCH",",1144.85723297215,0.0848745758256923,0.160552189469087,0.528641659178582,0.597054055421595,0.777700086474518"
"15964","ZNF544",",717.148220646043,-0.210264406143904,0.269748596862256,-0.779482853997099,0.435695333898696,0.657542789923142"
"15965","TMEM229B",",516.748453097547,-0.675881745639336,0.263066206223235,-2.56924580067798,0.0101920136183341,0.0847784941228589"
"15966","PTMAP9",",57.6495562206456,-0.477383541615676,0.279743462960548,-1.70650472602107,0.0879141471470427,0.269467942620872"
"15967","SOWAHC",",1493.90492753663,0.36157523086324,0.171083415593583,2.11344407410114,0.0345627769897214,0.162983489424704"
"15968","ZNF770",",797.166769399017,-0.125483926369545,0.194511466800589,-0.645123541730268,0.518847128996339,0.72303036347089"
"15969","ZNF876P",",10.4380416680348,-0.122409310600825,0.356232535429485,-0.343621927888323,0.731130631749171,0.862553239849633"
"15970","NPIPB6",",2.48663205543309,1.01619830715915,0.459057313110302,2.21366325758756,0.0268519522562747,0.142306568622974"
"15971","HMGN5",",284.044985468928,0.764878872604662,0.346639031711789,2.20655726167795,0.0273450055856889,0.143564823535211"
"15972","MIER1",",1434.45318325144,-0.217383335311651,0.180364859214155,-1.20524217554786,0.228109825113015,0.458621314789026"
"15973","MAN1A2",",1504.00778896484,-0.00102357860704772,0.152456292491257,-0.0067139151183702,0.994643111029649,0.997788984455623"
"15974","SVIP",",1193.76904325646,0.248509425086219,0.173220959677053,1.43463831137717,0.151390191405873,0.365510986697284"
"15975","ZNF251",",624.197411627368,0.420352712634621,0.176144410924361,2.38640959669806,0.0170137898568193,0.110324975115997"
"15976","DDRGK1",",2659.96527777484,-0.182126502674914,0.18546704318734,-0.981988495341182,0.326105516030591,0.560574901783367"
"15977","TFDP1",",5760.28375455561,0.267296369295294,0.148933662720594,1.79473441002222,0.0726960253709565,0.242874973703287"
"15978","CLEC4C",",1.33584174226596,-2.1589039230536,0.818768859480873,-2.63676848240469,0.00836999353763899,0.0768522377055713"
"15979","ZNF607",",232.92422309137,-0.00681718489760777,0.162615556490768,-0.0419220955529848,0.966560802175649,0.984955157806492"
"15980","ZNF334",",75.2849680395846,0.515248726117718,0.640288288425286,0.804713650760209,0.420984940379455,0.64420437467048"
